"task_view","task_view_descr","package","Date","Title","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","Archs","MD5sum","NeedsCompilation","File","Repository"
"OfficialStatistics","Official Statistics & Survey Statistics","questionr","2022-01-31","Functions to Make Surveys Processing Easier","0.7.7",NA,"R (>= 3.5.0)","shiny (>= 1.0.5), miniUI, rstudioapi, highr, styler, classInt,
htmltools, graphics, stats, utils, labelled (>= 2.6.0)",NA,"testthat, roxygen2, dplyr, ggplot2, tidyr, janitor, forcats,
knitr, rmarkdown, survey, Hmisc",NA,"GPL (>= 2)",NA,NA,NA,NA,"84a605298c36c4ca6a5cf88e04502b24","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","RcmdrPlugin.sampling","2013-08-23","Tools for sampling in Official Statistical Surveys","1.1",NA,"lpSolve, sampling, MASS","Rcmdr",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"9072ed242ac2af6a67038673c877ddb4","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","rdhs","2021-07-19","API Client and Dataset Management for the Demographic and Health
Survey (DHS) Data","0.7.3",NA,"R (>= 3.3.0)","brio, R6, httr, jsonlite, foreign, magrittr, rappdirs, digest,
storr, xml2, qdapRegex, rgdal, getPass, haven, iotools",NA,"testthat, knitr, rmarkdown, ggplot2, survey, data.table,
microbenchmark, sf",NA,"MIT + file LICENSE",NA,NA,NA,NA,"83253f7141cfc79e69fb6fd2c686c010","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","readabs","2021-12-17","Download and Tidy Time Series Data from the Australian Bureau of
Statistics","0.4.11",NA,"R (>= 3.5)","readxl (>= 1.2.0), dplyr (>= 0.8.0), hutils (>= 1.5.0), fst,
purrr, tidyr (>= 1.0.0), stringi, tools, glue, httr, rvest,
xml2, rlang",NA,"knitr, rmarkdown, markdown, testthat (>= 2.1.0), ggplot2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"de221589369f2aca8207850e7e1f13ab","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","reclin","2021-11-23","Record Linkage Toolkit","0.1.2",NA,"stats, lvec, ldat, R (>= 3.4.0)","dplyr, stringdist, utils, methods, lpSolve, Rcpp","Rcpp","testthat, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"a3bafa63de96e104200ac3359fd8491f","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","reweight","2012-04-12","Adjustment of Survey Respondent Weights","1.2.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"ed0c39b437057151d7d8c8809b24b6a4","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","Rilostat","2021-07-29","ILO Open Data via Ilostat Bulk Download Facility or SDMX Web
Service","1.1.8",NA,"R (>= 3.5.0)","plyr, dplyr (>= 1.0.4), stringr (>= 1.4.0), readr (>= 1.4.0),
tibble (>= 3.0.6), tidyr, haven, xml2, data.table, RCurl, DT",NA,"knitr, rmarkdown, devtools, plotly, ggplot2 (>= 3.3.3),
shiny, curl",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"16498c5ef400a5eb9fb8cede4ed0a0ba","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","RJDemetra","2021-11-11","Interface to 'JDemetra+' Seasonal Adjustment Software","0.1.9",NA,"R (>= 3.1.1),","rJava (>= 0.9-8), graphics, grDevices, methods, stats, utils",NA,"knitr, rmarkdown",NA,"EUPL",NA,NA,NA,NA,"aa2075ad372d975ebf8e046e7dec1aeb","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","rpms","2021-06-25","Recursive Partitioning for Modeling Survey Data","0.5.1",NA,"R (>= 2.10)","Rcpp (>= 0.12.3), stats","Rcpp, RcppArmadillo","parallel",NA,"CC0",NA,NA,NA,NA,"381422572ceab3fb2c3d3c3bce9ab785","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","rrcov3way","2022-02-10","Robust Methods for Multiway Data Analysis, Applicable also for
Compositional Data","0.2-3",NA,NA,"rrcov, robustbase, ThreeWay, nnls, pracma",NA,"covr",NA,"GPL (>= 3)",NA,NA,NA,NA,"af2b905a39fcaf59952e096dd3fb9318","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","RRreg","2021-09-03","Correlation and Regression Analyses for Randomized Response Data","0.7.3",NA,"R (>= 3.5.0)","parallel, doParallel, foreach, stats, grDevices, graphics,
lme4",NA,"rmarkdown, knitr, R.rsp",NA,"GPL-3",NA,NA,NA,NA,"1a49c0425500ad9d532078bcdfb28d21","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","RRTCS","2021-04-21","Randomized Response Techniques for Complex Surveys","0.0.4",NA,NA,"sampling, samplingVarEst, stats",NA,"markdown, knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"a720427b0057a11c987a13f4df8c113b","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","rsae","2014-02-13","Robust Small Area Estimation","0.1-5",NA,NA,NA,NA,"robustbase, nlme",NA,"GPL (>= 2) | FreeBSD",NA,NA,NA,NA,"bc6e633de1ea0eee6302e8046a93a47f","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","rspa","2019-06-19","Adapt Numerical Records to Fit (in)Equality Restrictions","0.2.5",NA,"R (>= 2.13.0)","graphics, stats, validate, lintools",NA,"editrules, tinytest",NA,"GPL-3",NA,NA,NA,NA,"466c7f6e061f5759d1e433dce6171e2e","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","rworldmap","2016-02-03","Mapping Global Data","1.3-6",NA,"R (>= 2.10.0), sp","maptools, fields, methods",NA,"rgdal, rworldxtra, RColorBrewer, classInt",NA,"GPL (>= 2)",NA,NA,NA,NA,"7809252e9db8644c24c354788f48d0fa","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","sae","2020-03-01","Small Area Estimation","1.3",NA,"stats, MASS, lme4",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"76289a4e9789f02cb39f8d5abc6e5e72","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","saeSim","2022-02-07","Simulation Tools for Small Area Estimation","0.11.0",NA,"R(>= 3.1), methods","dplyr (>= 0.2), functional, ggplot2, grDevices, MASS, utils,
spdep, stats, parallelMap, tibble",NA,"testthat, knitr, rmarkdown, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"ac61c923df55807744720206006b4971","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","sampling","2021-01-13","Survey Sampling","2.9",NA,NA,"MASS, lpSolve",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"5774a688f3bf1aaf613ee5332f6924d5","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","samplingbook","2021-04-02","Survey Sampling Procedures","1.2.4",NA,"pps, sampling, survey",NA,NA,"testthat, knitr, rmarkdown, covr",NA,"GPL (>= 2)",NA,NA,NA,NA,"ac486645595a901abdba5a07179b47d3","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","SamplingStrata","2022-01-07","Optimal Stratification of Sampling Frames for Multipurpose
Sampling Surveys","1.5-2",NA,"R (>= 3.5.0), memoise, doParallel, pbapply, SamplingBigData,
glue",NA,NA,"knitr, rmarkdown, formattable",NA,"GPL (>= 2)",NA,NA,NA,NA,"45dd3a5b640f16904589acc7cb17652f","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","samplingVarEst","2019-07-25","Sampling Variance Estimation","1.4",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"c21f9d46b9c4b8cdf63b940ba6b4e0a9","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","SAScii","2012-08-17","Import ASCII files directly into R using only a SAS input script","1.0",NA,"R (>= 2.14)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"67bffe508942c4214421ed52ef95816e","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","SDaA","2014-09-04","Sampling: Design and Analysis","0.1-3",NA,NA,NA,NA,"survey, ggplot2 (>= 0.8.2)",NA,"GPL-3",NA,NA,NA,NA,"84f705795bd02f7aefba5380c8336b2f","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","sdcHierarchies","2022-03-08","Create and (Interactively) Modify Nested Hierarchies","0.19.2",NA,"shinythemes","shiny, shinyjs, shinyTree, jsonlite, rlang, data.table, cli,
Rcpp","Rcpp","knitr, rmarkdown, testthat",NA,"GPL-3",NA,NA,NA,NA,"bf9c2962ac585054c0d76d3a2a4a5bfa","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","sdcMicro","2021-07-26","Statistical Disclosure Control Methods for Anonymization of Data
and Risk Estimation","5.6.1",NA,"R (>= 2.10)","utils, stats, graphics, car, carData, rmarkdown, knitr,
data.table, xtable, robustbase, cluster, MASS, e1071, tools,
Rcpp, methods, ggplot2, shiny (>= 1.4.0), haven, rhandsontable,
DT, shinyBS, prettydoc, VIM(>= 4.7.0)","Rcpp","laeken,testthat",NA,"GPL-2",NA,NA,NA,NA,"536d326e704f8fd388d5ec5b4ba95c06","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","sdcSpatial","2019-07-19","Statistical Disclosure Control for Spatial Data","0.1.1",NA,"R (>= 2.10)","raster, methods",NA,"testthat, knitr, rmarkdown, sp, sf",NA,"GPL-2",NA,NA,NA,NA,"bc2f453a52415d28ba1e5fb98cac9c9a","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","sdcTable","2021-12-03","Methods for Statistical Disclosure Control in Tabular Data","0.32.2",NA,"R (>= 3.5.0), Rcpp (>= 0.11.0), sdcHierarchies (>= 0.19.1)","data.table, knitr, rlang, stringr, methods, Rglpk, slam,
lpSolveAPI, glpkAPI, progress, utils","Rcpp","testthat (>= 0.3), rmarkdown, webshot, digest",NA,"GPL (>= 2)",NA,NA,NA,NA,"48fac80480b785e1267a27a1c286b100","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","seasonal","2021-09-18","R Interface to X-13-ARIMA-SEATS","1.8.4",NA,"R (>= 2.15)","x13binary",NA,"seasonalview (>= 0.1.3), testthat (>= 3.0.0), covr, knitr,
rmarkdown, spelling",NA,"GPL-3",NA,NA,NA,NA,"f9a3e4038655b1170339665f9747bba7","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","simPop","2020-11-14","Simulation of Complex Synthetic Data Information","1.2.1",NA,"R(>= 3.0.0), lattice, vcd","laeken, plyr, MASS, Rcpp (>= 0.11.0),RcppArmadillo, e1071,
parallel, nnet, doParallel, foreach, colorspace, VIM,
methods,party,EnvStats,fitdistrplus,ranger,wrswoR, data.table","Rcpp,RcppArmadillo","haven, microbenchmark, stringr, testthat, surveysd, sampling",NA,"GPL (>= 2)",NA,NA,NA,NA,"653ef529d7dad298f581f29aa4943fa0","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","simputation","2021-09-16","Simple Imputation","0.2.7",NA,NA,"stats, utils, MASS, rpart, gower",NA,"tinytest, knitr, rmarkdown, dplyr, VIM, randomForest, glmnet
, missForest, norm",NA,"GPL-3",NA,NA,NA,NA,"110e3233058dd3dd16bb910534c178c4","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","SimSurvey","2022-01-26","Test Surveys by Simulating Spatially-Correlated Populations","0.1.4",NA,"R (>= 3.3.0)","sp, raster, data.table, magrittr, progress, doParallel,
parallel, foreach, plotly, rlang",NA,"fields, rmarkdown, flexdashboard, shiny, crosstalk,
htmltools, viridis, lme4, ggplot2, INLA, rgdal, rgeos, knitr,
bezier",NA,"GPL-3",NA,NA,NA,NA,"bb0953cc56c581a97998ede417b2756d","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","SmallCountRounding","2021-09-29","Small Count Rounding of Tabular Data","0.9.0",NA,"Matrix, SSBtools","methods",NA,"knitr, rmarkdown, kableExtra, sdcHierarchies, testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"8a5c3fee22c965d81e95cdb52949e3e6","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","sms","2015-11-15","Spatial Microsimulation","2.3.1",NA,"doParallel, foreach, parallel, methods, iterators, stats",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"6ba9e07c2f0128077e8c242c623c02d1","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","sorvi","2015-06-26","Finnish Open Government Data Toolkit","0.7.26",NA,"R (>= 3.0.2)","ggplot2, RColorBrewer, dplyr, reshape2",NA,"gdata, knitr, rmarkdown, RCurl, rjson, testthat",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"4210731a0e4fdf218336d5142d98e718","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","spsurvey","2022-02-25","Spatial Sampling Design and Analysis","5.3.0",NA,"R (>= 3.5.0), sf, survey (>= 4.1-1)","boot, crossdes, deldir, graphics, grDevices, lme4, MASS,
sampling, stats, units",NA,"knitr, testthat, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"d51b73af845398d40603eaae5908e584","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","srvyr","2022-02-20","'dplyr'-Like Syntax for Summary Statistics of Survey Data","1.1.1",NA,"R (>= 3.1.2)","dplyr (>= 1.0), magrittr, methods, rlang, survey (>= 4.1),
tibble, tidyr, tidyselect, vctrs (>= 0.3.0)",NA,"convey, DBI, dbplyr, ggplot2, knitr, laeken, Matrix,
rmarkdown (>= 2.2.2), pander, RSQLite, survival, testthat",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"cc55d4b50d3ab3488f326ad17b797cdd","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","StatMatch","2022-03-01","Statistical Matching or Data Fusion","1.4.1",NA,"R (>= 2.7.0), proxy, survey, lpSolve, ggplot2",NA,NA,"Hmisc, MASS, mipfp, clue, RANN,",NA,"GPL (>= 2)",NA,NA,NA,NA,"cfed43a698cc7b9dcd36e6fc67cd6bf4","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","stratification","2017-03-11","Univariate Stratification of Survey Populations","2.2-6",NA,NA,"graphics, grDevices, stats, utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"5fed174754c4786793aadb3bc37c6899","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","stringdist","2021-09-09","Approximate String Matching, Fuzzy Text Search, and String
Distance Functions","0.9.8",NA,"R (>= 2.15.3)","parallel",NA,"tinytest",NA,"GPL-3",NA,NA,NA,NA,"d6d5f7accb42464f849834ff8aef0634","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","survey","2021-07-19","Analysis of Complex Survey Samples","4.1-1",NA,"R (>= 3.5.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",NA,"foreign, MASS, KernSmooth, hexbin, RSQLite, quantreg,
parallel, CompQuadForm, DBI, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"c8c4e64e3b252d4fe8a4fc33d3738788","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","surveybootstrap","2016-05-04","Tools for the Bootstrap with Survey Data","0.0.1",NA,"plyr, dplyr, functional, stringr","Rcpp","Rcpp, RcppArmadillo","knitr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"ef1d9564018875489a104b1a5ddb1252","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","surveydata","2020-09-15","Tools to Work with Survey Data","0.2.6",NA,"R (>= 3.0.0)","dplyr, rlang, magrittr, purrr, ggplot2, scales, tidyr, DT,
assertthat",NA,"testthat, knitr, rmarkdown, withr, covr, rprojroot, spelling",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"4eaa403ab96c765edefc01054455aa00","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","surveyoutliers","2016-01-25","Helps Manage Outliers in Sample Surveys","0.1",NA,NA,"stats",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"f97030cdccfb410250fdfbace72bd092","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","surveyplanning","2020-05-20","Survey Planning Tools","4.0",NA,"R (>= 3.0.0)","data.table (>= 1.11.4), laeken, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"c295fbb9cd03611deb9081fa1bf4bc22","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","synthpop","2021-11-17","Generating Synthetic Versions of Sensitive Microdata for
Statistical Disclosure Control","1.7-0",NA,NA,"lattice, MASS, methods, nnet, ggplot2, graphics, stats, utils,
rpart, party, foreign, plyr, proto, polspline, randomForest,
ranger, classInt, mipfp, survival, stringr",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"ed033ecdc57e3edfa8b27682dae9afee","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","tidyBdE","2022-02-23","Download Data from Bank of Spain","0.2.4",NA,"R (>= 3.6.0)","dplyr (>= 0.7.0), ggplot2 (>= 3.3.0), readr (>= 1.0.0), scales
(>= 1.1.0), tibble (>= 3.0.0), utils",NA,"knitr, rmarkdown, testthat (>= 3.0.0), tidyverse (>= 1.3.0)",NA,"GPL (>= 3)",NA,NA,NA,NA,"ee35bb3ffd9c3643b582c81fb4e4c403","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","tidycensus","2022-03-09","Load US Census Boundary and Attribute Data as 'tidyverse' and
'sf'-Ready Data Frames","1.1.2",NA,"R (>= 3.3.0)","httr, sf, dplyr (>= 1.0.0), tigris, stringr, jsonlite (>=
1.5.0), purrr, rvest, tidyr (>= 1.0.0), rappdirs, readr, xml2,
units, utils, rlang, crayon",NA,"ggplot2, survey, srvyr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"8dae0f6b27112bd82a7351a1ee2ed3be","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","tidyqwi","2020-05-04","A Convenient API for Accessing United States Census Bureau's
Quarterly Workforce Indicator","0.1.2",NA,"R (>= 3.2), future (>= 1.6.2)","dplyr, httr, jsonlite, magrittr, xml2, stringr, purrr, stats,
tidyr, labelled, furrr",NA,"testthat, covr, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"e793603b48f43983ce45419a6c8a363c","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","tmap","2022-03-02","Thematic Maps","3.3-3",NA,"R (>= 3.5.0), methods","tmaptools (>= 3.1), sf (>= 0.9-7), stars (>= 0.5-0), units (>=
0.6-1), grid, RColorBrewer, viridisLite, classInt (>= 0.4-3),
htmltools, htmlwidgets, widgetframe, leaflet (>= 2.0.2),
leafsync, leafem (>= 0.1), stats, abind, rlang, utils",NA,"rmapshaper, rmarkdown, knitr, png, cartogram, osmdata,
ggplot2, dplyr, tidyr, shiny, testthat, covr, av, gifski, s2",NA,"GPL-3",NA,NA,NA,NA,"5bbfd4f7bf677a330d3c62ee26b4d95f","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","treemap","2021-08-22","Treemap Visualization","2.4-3",NA,"R (>= 2.10)","colorspace, data.table (>= 1.8.8), ggplot2, grid, gridBase,
igraph, methods, RColorBrewer, shiny (>= 0.12.0)",NA,"knitr, markdown",NA,"GPL-3",NA,NA,NA,NA,"03a830877d4da65fa79494934ab74fa0","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","univOutl","2021-03-17","Detection of Univariate Outliers","0.3",NA,"robustbase, Hmisc",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"d0ece0ee715a80d04317ccbbdbe0ec01","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","validate","2021-10-07","Data Validation Infrastructure","1.1.0",NA,"R (>= 3.5.0), methods","stats, graphics, grid, settings, yaml",NA,"rsdmx, tinytest (>= 0.9.6), knitr, bookdown, lumberjack,
rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"cd00522100c93016afb2297e51b2f36a","yes",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","validatetools","2020-02-06","Checking and Simplifying Validation Rule Sets","0.5.0",NA,"validate","methods, stats, utils, lpSolveAPI",NA,"testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"19fb867abb72e6805a424ccc57b46b6c","no",NA,"https://cran.rstudio.com/src/contrib"
"OfficialStatistics","Official Statistics & Survey Statistics","vardpoor","2020-11-30","Variance Estimation for Sample Surveys by the Ultimate Cluster
Method","0.20.1",NA,"R (>= 3.2.3)","foreach, data.table (>= 1.12.6), MASS, stats, utils, stringr,
surveyplanning, laeken",NA,NA,NA,"EUPL | file LICENSE",NA,NA,NA,NA,"3d7b018fd366ee66741fe1c0e5e29743","no",NA,"https://cran.rstudio.com/src/contrib"
